Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement
4150,Female,ECE,10.0,89.8,92.3,0,5.0,73.9,5,3,3,4,5,3,3,6.3,4,No,Low,Tier 3,Yes,Low
4151,Male,ECE,7.84,64.5,77.9,0,5.4,73.9,5,0,4,4,4,4,5,6.2,9,No,Medium,Tier 2,Yes,Medium
4152,Male,ECE,7.03,73.0,64.0,0,3.4,73.3,8,2,5,4,4,5,5,7.0,1,No,High,Tier 3,Yes,None
4153,Female,CSE,7.48,60.7,72.6,0,3.2,80.7,5,2,5,2,4,5,9,7.0,7,No,Medium,Tier 1,Yes,High
4154,Male,ECE,9.39,84.6,88.0,0,4.5,77.8,5,3,4,5,5,4,7,7.2,2,No,Low,Tier 1,Yes,None
4155,Male,CSE,7.53,68.5,64.6,0,2.4,66.5,8,2,5,5,4,5,4,7.2,10,Yes,Medium,Tier 3,Yes,Low
4156,Male,CSE,8.11,73.3,74.8,1,6.3,81.8,3,0,2,1,4,3,1,7.4,3,No,High,Tier 1,Yes,Low
4157,Male,IT,8.48,77.5,85.0,1,4.0,62.4,5,3,3,5,5,3,2,5.8,8,No,High,Tier 1,Yes,Medium
4158,Female,ME,8.45,76.1,75.4,0,3.1,69.4,7,2,5,3,4,5,6,6.1,5,No,Medium,Tier 1,Yes,Medium
4159,Female,ME,9.45,87.0,83.8,0,3.7,70.0,4,4,3,5,5,3,1,7.0,3,Yes,High,Tier 1,No,None
4160,Male,ECE,8.08,67.7,73.2,0,6.0,77.9,2,2,2,4,4,2,1,7.0,9,No,Low,Tier 1,Yes,Low
4161,Male,IT,8.0,66.1,89.5,0,3.7,75.2,6,2,4,3,4,5,1,5.7,5,No,Low,Tier 2,No,High
4162,Male,ME,5.79,57.7,50.0,1,3.1,64.5,1,1,1,2,4,2,0,8.3,6,No,Low,Tier 2,No,High
4163,Male,CE,7.23,67.4,63.7,0,0.8,68.9,5,1,3,4,3,4,3,7.9,9,No,Medium,Tier 2,Yes,Medium
4164,Male,ECE,8.54,76.1,76.2,0,4.3,76.5,8,2,5,5,4,6,1,6.0,8,No,Low,Tier 1,Yes,Medium
4165,Female,IT,7.79,76.7,67.7,0,3.4,74.1,8,0,5,2,4,5,2,6.7,10,No,Medium,Tier 3,Yes,None
4166,Male,IT,5.91,55.8,53.1,2,1.6,64.8,4,2,3,1,3,4,4,9.0,5,No,Medium,Tier 3,Yes,Low
4167,Male,IT,9.06,85.2,74.2,0,4.9,73.5,6,4,5,4,4,5,2,7.2,7,Yes,Medium,Tier 1,Yes,Low
4168,Male,CSE,8.72,85.9,74.8,0,1.8,64.9,5,3,4,3,4,4,2,7.5,3,No,High,Tier 2,Yes,Low
4169,Male,CSE,6.86,62.4,57.7,0,2.7,67.0,2,0,2,4,3,2,0,6.3,5,No,Low,Tier 1,No,Medium
4170,Male,CSE,9.17,80.7,76.9,0,4.9,74.8,8,3,5,3,4,5,5,6.6,6,No,Medium,Tier 3,Yes,Low
4171,Male,CSE,7.44,64.9,70.8,0,4.9,76.5,7,3,5,3,3,5,4,8.8,3,No,Medium,Tier 3,Yes,None
4172,Female,IT,7.46,56.6,71.7,1,4.2,79.0,6,1,5,1,4,5,1,7.1,10,No,Low,Tier 3,Yes,Low
4173,Male,CSE,9.87,83.6,92.0,0,3.5,67.5,7,2,5,3,5,6,3,6.9,2,No,Medium,Tier 1,Yes,None
4174,Male,CSE,9.3,87.5,82.3,0,3.0,69.8,5,3,3,2,5,3,2,7.0,10,No,High,Tier 2,Yes,Medium
4175,Female,CSE,8.71,74.3,74.8,0,2.2,60.4,8,4,5,3,5,6,2,9.0,9,No,High,Tier 1,Yes,None
4176,Female,CSE,7.2,62.7,66.2,0,3.4,71.9,6,2,3,3,5,3,2,7.0,7,No,High,Tier 2,No,Low
4177,Male,CSE,9.11,85.6,79.8,0,6.1,70.0,5,3,4,3,5,3,6,6.0,5,Yes,Medium,Tier 2,Yes,Medium
4178,Female,CE,8.58,77.9,70.7,2,1.8,60.9,4,2,3,4,5,2,6,6.2,4,Yes,Medium,Tier 1,Yes,Low
4179,Male,ME,6.15,56.3,63.7,0,0.0,58.3,2,1,2,3,3,3,3,7.9,4,No,Low,Tier 3,Yes,None
4180,Male,CSE,6.79,67.9,51.2,0,2.5,59.6,7,2,5,4,3,4,6,5.3,10,Yes,Low,Tier 2,Yes,Medium
4181,Male,ECE,9.72,91.2,94.3,0,7.1,77.5,8,3,5,4,5,4,3,7.5,10,Yes,Low,Tier 3,Yes,None
4182,Female,ECE,5.6,50.0,50.0,0,3.2,73.4,2,1,1,5,3,2,1,6.1,6,No,Medium,Tier 1,Yes,Medium
4183,Female,CSE,8.12,81.1,70.7,1,4.0,60.9,7,1,4,1,5,2,2,4.8,10,No,High,Tier 3,Yes,Medium
4184,Male,ME,8.07,71.1,73.5,0,4.2,73.4,4,0,3,1,4,2,3,5.8,10,Yes,Medium,Tier 3,Yes,Low
4185,Male,CE,7.29,68.8,72.8,1,2.6,72.0,3,0,2,1,4,1,2,7.0,7,Yes,Medium,Tier 3,Yes,Low
4186,Female,CE,8.45,77.0,74.2,0,6.7,89.7,8,4,5,3,4,6,1,8.7,6,Yes,Medium,Tier 3,No,High
4187,Male,CE,8.48,72.2,73.3,0,3.5,65.7,5,2,2,5,5,2,1,8.1,3,No,Medium,Tier 3,Yes,Low
4188,Male,CSE,9.04,83.5,92.0,1,6.1,78.4,7,3,5,5,5,6,2,6.6,1,No,High,Tier 2,Yes,High
4189,Female,IT,8.39,72.5,80.0,0,4.1,78.9,8,1,5,1,3,6,4,8.2,4,No,Low,Tier 1,Yes,None
4190,Female,IT,9.12,80.2,88.1,1,4.2,68.3,6,4,3,1,5,3,6,6.6,2,Yes,Medium,Tier 2,Yes,Medium
4191,Female,IT,8.83,83.1,89.8,1,1.9,67.3,5,2,4,1,4,5,3,5.2,3,No,Medium,Tier 3,Yes,Medium
4192,Female,CSE,7.79,66.4,72.4,1,6.0,83.7,3,1,2,4,4,3,2,7.0,6,No,Low,Tier 3,Yes,High
4193,Male,IT,9.14,72.4,85.0,0,3.6,76.8,7,3,5,4,5,6,2,5.2,7,No,Medium,Tier 2,Yes,None
4194,Female,IT,8.21,69.6,75.0,0,4.3,72.6,6,3,4,3,4,3,3,7.9,7,No,High,Tier 1,Yes,Low
4195,Female,IT,6.71,66.7,67.1,0,7.4,81.4,5,2,3,2,3,2,0,8.0,1,No,Low,Tier 2,No,None
4196,Male,CSE,8.02,77.0,70.2,0,4.5,71.5,4,3,4,4,5,4,4,5.9,4,Yes,Low,Tier 3,Yes,High
4197,Male,CE,8.26,76.8,70.9,0,4.4,73.0,0,4,1,5,4,3,2,7.2,8,No,Low,Tier 1,Yes,Low
4198,Male,IT,7.21,66.8,69.2,1,6.0,86.8,4,1,2,4,3,2,4,7.2,6,No,Medium,Tier 2,Yes,High
4199,Male,ME,8.37,85.3,75.5,0,5.3,77.8,7,2,3,5,4,3,0,8.0,8,No,Medium,Tier 2,Yes,Low
4200,Female,ME,7.31,72.1,65.7,1,3.1,59.7,7,3,4,5,3,5,3,5.5,8,No,Medium,Tier 1,No,None
4201,Female,IT,8.54,73.0,72.6,0,2.8,67.0,3,1,3,4,4,2,2,7.7,6,No,Medium,Tier 1,Yes,Low
4202,Male,ECE,7.77,72.2,61.2,1,4.9,85.8,7,2,5,4,4,6,0,5.4,10,No,High,Tier 2,Yes,Medium
4203,Male,ME,7.6,71.5,60.3,2,2.9,70.3,1,1,1,1,4,2,2,7.9,8,Yes,Medium,Tier 3,No,High
4204,Female,ECE,9.6,82.9,91.0,0,4.1,70.1,1,3,2,5,5,3,3,8.3,2,No,High,Tier 1,Yes,Low
4205,Male,IT,8.34,77.1,68.8,0,1.5,54.2,5,2,5,3,4,5,3,6.2,4,Yes,High,Tier 2,Yes,High
4206,Male,CSE,9.32,79.9,88.7,1,7.4,88.8,5,2,3,2,5,2,1,8.5,4,No,Medium,Tier 3,Yes,Low
4207,Male,ECE,7.87,70.5,83.8,0,2.7,81.2,4,1,4,4,4,5,1,5.1,3,No,Medium,Tier 3,Yes,Medium
4208,Male,ME,7.46,66.2,73.1,1,5.2,80.3,7,2,5,1,4,5,6,8.3,9,No,High,Tier 3,Yes,Medium
4209,Male,CE,8.99,87.2,82.9,1,5.3,75.9,2,2,2,2,5,2,1,8.7,10,Yes,High,Tier 2,Yes,Low
4210,Male,ME,7.92,76.2,72.9,0,7.5,79.1,8,0,5,3,5,4,3,7.4,5,Yes,Low,Tier 3,Yes,None
4211,Male,IT,10.0,85.4,84.3,0,4.6,73.5,4,4,3,4,5,5,7,6.8,1,No,Low,Tier 1,Yes,Low
4212,Male,IT,7.44,77.2,71.5,0,3.2,68.2,2,0,2,1,4,2,2,7.4,1,No,High,Tier 3,Yes,None
4213,Male,CSE,8.07,75.9,84.7,1,3.9,76.0,6,2,3,1,5,2,2,6.3,6,No,Low,Tier 2,Yes,High
4214,Male,ECE,9.39,77.4,77.6,0,2.3,70.4,3,2,2,4,5,2,4,9.0,2,No,High,Tier 1,Yes,High
4215,Female,CSE,8.88,75.1,81.5,0,6.6,81.3,5,2,4,5,4,5,5,6.3,1,No,Medium,Tier 2,Yes,Medium
4216,Female,ECE,8.53,70.3,76.0,0,3.4,72.3,3,3,2,4,4,5,2,8.6,10,Yes,Low,Tier 1,Yes,Medium
4217,Male,ECE,9.18,80.2,85.8,0,7.5,78.2,8,2,5,1,4,2,4,6.1,2,No,Low,Tier 3,Yes,Low
4218,Male,IT,6.72,69.2,60.0,0,2.7,76.5,7,1,4,3,4,4,4,8.9,7,No,Low,Tier 2,Yes,None
4219,Female,IT,8.29,74.3,83.3,0,9.1,82.6,5,4,3,3,4,4,3,9.0,5,Yes,Low,Tier 2,Yes,High
4220,Male,CSE,7.45,68.5,68.3,2,2.6,64.8,5,0,4,3,3,2,1,7.5,7,No,Medium,Tier 1,No,Medium
4221,Male,CSE,7.94,81.3,76.0,0,2.5,71.6,5,1,4,1,4,4,3,7.3,8,Yes,Medium,Tier 1,Yes,Medium
4222,Female,ME,8.43,71.3,81.2,0,2.7,66.4,8,3,4,4,4,5,4,5.9,6,No,High,Tier 3,No,Medium
4223,Female,ECE,8.27,76.1,75.1,1,2.7,68.4,7,2,4,4,4,4,5,5.7,4,No,Medium,Tier 3,Yes,Low
4224,Female,CSE,8.13,78.6,70.6,0,4.7,73.5,8,1,5,4,4,4,2,7.4,10,Yes,Medium,Tier 3,Yes,None
4225,Male,IT,7.6,64.0,67.8,0,2.4,70.2,8,2,4,5,4,5,2,8.7,10,No,Medium,Tier 1,Yes,Medium
4226,Female,IT,8.59,81.5,81.5,0,1.7,59.9,5,2,3,5,4,1,1,6.3,10,No,Medium,Tier 1,Yes,Low
4227,Male,ECE,7.66,70.2,75.7,2,2.2,69.8,8,0,5,4,4,4,6,9.0,3,No,Medium,Tier 2,Yes,High
4228,Female,IT,8.04,65.6,71.4,0,8.1,77.9,6,1,5,5,4,5,2,6.3,1,No,Low,Tier 2,Yes,Low
4229,Male,ECE,7.7,73.8,74.5,0,1.7,75.8,3,1,2,5,4,2,2,7.3,9,Yes,Low,Tier 1,Yes,Low
4230,Male,CE,9.36,85.9,80.4,0,4.4,69.7,2,3,2,4,5,3,3,7.3,4,No,Low,Tier 3,Yes,None
4231,Female,ECE,7.28,66.0,56.8,0,2.2,65.9,7,2,4,4,4,3,7,6.9,10,Yes,Low,Tier 2,Yes,Medium
4232,Male,CSE,8.37,77.2,75.5,0,4.9,68.6,5,1,5,1,3,5,2,4.5,10,No,Medium,Tier 1,Yes,Medium
4233,Male,IT,7.37,74.4,59.5,0,4.3,69.1,6,1,5,4,4,5,6,6.3,7,No,Low,Tier 2,Yes,Low
4234,Female,ECE,7.95,71.7,76.3,1,7.3,72.3,6,2,5,4,3,5,3,7.2,9,No,High,Tier 2,Yes,Low
4235,Male,CE,9.85,84.7,92.4,0,3.1,65.4,2,4,2,4,4,2,3,6.9,2,No,High,Tier 3,Yes,Medium
4236,Male,ECE,6.1,50.0,64.1,0,4.9,72.5,5,1,4,4,3,5,1,7.8,5,Yes,High,Tier 2,No,Low
4237,Male,CSE,8.02,68.3,75.6,1,6.1,84.4,3,2,2,2,4,0,2,7.9,5,No,High,Tier 2,Yes,Low
4238,Female,CSE,6.54,54.3,66.6,1,3.3,76.0,2,0,2,2,4,2,0,6.7,5,No,Low,Tier 1,Yes,Low
4239,Female,ECE,7.31,62.5,77.7,0,4.4,75.8,4,2,3,3,3,3,4,5.8,3,No,Medium,Tier 3,No,Low
4240,Male,ME,8.61,76.6,73.6,0,1.0,55.0,3,2,2,4,5,2,1,8.9,10,Yes,Low,Tier 3,Yes,Medium
4241,Female,ECE,9.71,91.2,83.0,0,4.9,74.9,8,3,5,5,5,5,2,5.4,10,No,High,Tier 2,Yes,None
4242,Male,ME,7.12,59.3,65.1,0,4.4,76.0,7,1,5,2,4,6,0,6.3,6,Yes,High,Tier 1,Yes,Low
4243,Female,ME,8.59,72.9,73.5,0,2.5,61.8,7,0,5,2,4,4,4,6.0,10,No,High,Tier 2,Yes,Low
4244,Male,CE,6.84,60.7,60.7,1,1.5,59.0,8,0,5,1,3,6,7,7.9,3,No,Medium,Tier 2,Yes,Low
4245,Male,ECE,7.55,67.9,59.0,0,3.5,70.3,7,1,4,5,4,3,8,8.6,9,Yes,Medium,Tier 3,Yes,High
4246,Female,IT,8.19,77.6,73.6,1,1.6,71.2,2,3,2,5,5,2,2,6.8,7,No,Low,Tier 3,Yes,None
4247,Male,ECE,6.67,61.1,57.3,2,4.2,76.4,3,0,3,2,5,3,1,7.3,5,No,Low,Tier 3,Yes,Medium
4248,Male,ECE,8.12,75.3,72.1,0,5.2,68.7,6,2,4,1,4,3,4,7.5,1,No,Medium,Tier 1,Yes,None
4249,Male,CSE,7.74,70.4,72.7,0,0.5,63.6,6,2,3,3,4,2,0,9.0,8,Yes,Medium,Tier 3,Yes,High
4250,Female,ECE,6.06,50.0,56.9,0,2.3,70.2,5,0,4,4,3,2,0,4.9,3,No,High,Tier 2,Yes,High
4251,Male,CSE,8.3,66.8,76.8,0,7.2,80.4,8,2,5,5,5,3,3,7.9,1,No,Low,Tier 3,Yes,Low
4252,Male,ME,7.49,56.6,64.4,0,5.2,72.3,7,2,4,4,3,3,2,7.5,9,No,High,Tier 2,No,High
4253,Male,CSE,7.13,58.1,66.6,0,1.2,61.9,8,3,5,4,3,6,6,6.6,7,Yes,Medium,Tier 2,Yes,Low
4254,Male,ECE,7.19,63.1,64.0,0,3.0,75.4,4,1,3,4,3,3,6,7.4,8,Yes,High,Tier 2,No,None
4255,Male,CE,8.38,76.8,74.0,1,0.4,60.8,6,1,5,3,4,5,4,7.9,2,No,High,Tier 1,Yes,Low
4256,Female,ECE,8.83,67.3,83.0,0,6.3,83.3,3,1,2,4,4,2,3,7.7,8,No,High,Tier 2,Yes,Low
4257,Female,CSE,9.62,82.4,89.3,0,4.0,71.4,6,4,5,3,4,6,2,9.0,8,Yes,Low,Tier 3,Yes,Low
4258,Male,CSE,8.2,71.0,76.2,0,4.3,76.3,5,2,4,2,4,4,6,7.2,5,No,High,Tier 1,Yes,Low
4259,Male,CE,6.69,57.5,58.0,2,6.4,91.1,4,1,3,2,3,2,8,7.0,8,No,Low,Tier 1,No,Low
4260,Male,CSE,6.35,54.4,54.3,0,3.5,61.3,7,2,5,1,4,5,1,6.8,2,No,Low,Tier 1,Yes,Medium
4261,Male,ECE,9.79,81.0,82.6,0,4.5,71.3,7,4,5,5,5,5,1,7.7,6,No,Medium,Tier 2,Yes,Low
4262,Female,ECE,8.67,76.7,82.5,0,6.2,82.0,2,4,2,1,4,1,0,7.0,5,Yes,High,Tier 3,Yes,None
4263,Male,ME,8.36,70.5,78.4,0,2.4,60.3,6,2,4,5,4,5,3,7.0,7,No,Medium,Tier 1,Yes,Low
4264,Male,ME,8.74,84.9,82.3,0,1.5,68.2,3,3,2,5,4,3,2,7.0,7,Yes,High,Tier 1,Yes,Low
4265,Female,IT,8.63,83.2,69.0,1,7.6,88.6,8,3,5,2,5,6,4,6.8,7,Yes,Medium,Tier 3,No,None
4266,Male,CSE,9.3,79.3,83.8,0,2.5,59.3,4,1,3,1,5,3,3,6.3,6,Yes,Low,Tier 3,Yes,None
4267,Female,CSE,8.17,69.8,66.0,0,0.0,66.2,2,1,2,3,5,2,1,7.5,5,No,High,Tier 1,No,Medium
4268,Male,CSE,9.31,92.6,78.0,0,2.6,63.3,7,2,4,3,5,4,4,6.7,2,No,Low,Tier 3,Yes,Low
4269,Female,CSE,7.3,58.5,72.9,0,2.6,75.9,8,3,5,5,4,6,3,7.7,7,No,High,Tier 2,Yes,High
4270,Female,CSE,9.68,87.3,82.1,0,8.0,84.5,8,4,5,3,4,5,2,7.1,7,No,Medium,Tier 3,Yes,None
4271,Female,ECE,8.82,86.7,76.8,0,5.1,78.3,4,2,3,2,5,4,2,6.5,8,No,Medium,Tier 2,Yes,None
4272,Female,ECE,7.52,63.0,65.5,0,3.6,64.9,4,2,2,1,3,3,2,8.9,4,No,Medium,Tier 3,Yes,Low
4273,Male,ME,9.52,77.6,81.2,0,2.6,62.5,5,3,3,3,4,3,3,6.9,10,Yes,Low,Tier 1,Yes,High
4274,Male,ECE,8.29,71.8,69.7,0,5.4,69.4,7,2,5,5,4,4,4,7.7,10,No,Medium,Tier 1,Yes,Medium
4275,Female,CE,6.96,61.2,53.8,0,6.1,77.0,8,2,5,1,5,5,5,6.2,4,Yes,Low,Tier 2,Yes,Low
4276,Male,ECE,9.15,83.1,76.6,0,5.0,73.9,4,3,3,3,4,4,1,4.6,5,No,Low,Tier 2,Yes,None
4277,Male,CSE,9.28,84.0,84.5,0,5.8,84.4,8,4,5,3,5,6,5,6.3,2,No,Low,Tier 3,Yes,Low
4278,Male,ECE,8.21,75.7,70.5,0,7.1,78.5,2,2,2,4,3,2,2,4.4,10,No,Medium,Tier 2,Yes,Low
4279,Male,CSE,8.89,66.8,76.6,0,4.2,70.7,4,3,3,1,5,2,5,6.7,7,No,Medium,Tier 1,Yes,Medium
4280,Male,CSE,7.26,65.5,52.7,0,3.0,70.6,3,0,2,5,3,0,1,8.8,10,No,Medium,Tier 2,Yes,Medium
4281,Male,ECE,8.73,74.9,75.2,0,3.1,73.4,8,2,5,1,5,4,5,5.9,4,No,High,Tier 2,Yes,Low
4282,Female,IT,9.2,89.2,93.5,0,6.5,78.0,4,4,3,5,4,3,5,4.5,9,No,Medium,Tier 3,Yes,None
4283,Male,CE,9.16,86.1,78.7,0,5.5,82.4,8,3,5,5,5,5,1,8.8,3,No,Medium,Tier 2,Yes,Medium
4284,Male,CSE,8.58,82.0,81.3,1,4.3,70.5,6,2,5,5,5,3,5,6.4,2,Yes,Medium,Tier 2,Yes,Medium
4285,Male,IT,7.88,75.8,67.0,1,2.9,64.9,5,2,3,2,4,3,3,7.0,9,Yes,Medium,Tier 3,Yes,High
4286,Male,CE,9.48,86.0,87.3,0,2.4,70.3,7,3,5,3,4,6,5,7.9,8,No,Medium,Tier 3,Yes,Low
4287,Female,ME,7.63,66.2,76.5,0,4.0,61.1,3,1,4,3,4,3,2,7.6,10,No,Low,Tier 2,Yes,Medium
4288,Male,IT,8.45,75.2,75.8,0,2.0,68.7,6,3,3,3,3,2,1,7.9,1,No,High,Tier 1,Yes,None
4289,Male,ECE,8.23,78.7,71.6,0,3.5,72.7,6,3,4,2,4,5,4,8.1,6,No,Medium,Tier 3,Yes,Low
4290,Female,CSE,8.94,78.9,80.9,0,6.4,81.6,8,3,5,3,5,6,8,4.9,6,No,Low,Tier 3,Yes,Medium
4291,Male,ECE,9.38,84.8,79.5,0,3.7,71.7,7,2,5,4,4,4,3,5.3,8,Yes,Medium,Tier 3,Yes,High
4292,Male,ECE,9.46,84.6,85.8,0,3.5,77.4,8,2,5,2,5,5,2,8.4,8,No,Low,Tier 3,Yes,Low
4293,Male,ECE,8.91,78.8,79.7,0,4.3,76.0,6,2,4,2,4,2,3,6.1,8,No,Low,Tier 3,Yes,Medium
4294,Female,ME,8.8,85.4,80.7,0,5.9,81.8,4,3,3,3,5,4,0,6.2,7,No,Low,Tier 3,Yes,Medium
4295,Male,IT,9.12,79.4,71.4,0,7.6,90.5,4,3,4,4,4,5,4,5.5,8,Yes,Medium,Tier 3,Yes,Low
4296,Male,IT,9.4,78.9,84.8,0,1.7,65.8,6,3,5,5,5,5,3,6.5,6,No,Medium,Tier 1,Yes,High
4297,Male,IT,7.5,70.9,70.4,0,6.4,85.6,3,2,3,5,4,4,2,6.6,8,No,High,Tier 2,Yes,Medium
4298,Male,IT,8.13,72.4,73.0,0,5.6,74.0,8,2,5,3,4,5,6,5.9,8,Yes,Low,Tier 2,Yes,Medium
4299,Male,IT,7.27,62.5,69.9,0,1.5,69.4,3,1,2,1,3,2,0,5.7,5,No,Medium,Tier 2,Yes,Low
4300,Male,CSE,8.54,74.4,72.0,3,2.0,67.7,3,4,3,3,5,1,1,7.4,10,Yes,Medium,Tier 3,Yes,Low
4301,Male,CSE,7.8,68.4,66.6,1,5.9,76.5,7,1,3,3,4,5,4,6.0,9,No,Low,Tier 3,No,High
4302,Female,ECE,6.69,56.5,63.2,0,5.1,79.6,7,1,5,3,4,6,2,6.3,10,No,Medium,Tier 3,Yes,Low
4303,Female,IT,7.23,72.8,69.3,1,0.5,56.4,4,1,3,5,3,4,1,4.4,3,No,Low,Tier 3,Yes,None
4304,Male,ECE,8.3,80.1,81.2,0,2.3,62.0,0,1,1,3,4,1,2,9.0,7,No,Low,Tier 1,Yes,High
4305,Female,CE,9.14,75.8,83.3,0,5.1,73.5,8,1,5,4,4,4,4,8.1,4,No,Medium,Tier 3,Yes,High
4306,Male,CSE,8.44,72.8,66.7,0,5.9,77.0,4,2,3,1,4,4,3,6.4,6,No,Medium,Tier 2,Yes,Low
4307,Male,CSE,7.32,64.1,71.7,2,4.8,74.2,7,3,5,3,3,4,4,5.9,9,No,Low,Tier 2,Yes,None
4308,Female,CE,9.08,70.0,83.3,0,0.0,65.3,3,4,2,1,5,3,3,7.0,8,No,Low,Tier 1,Yes,Medium
4309,Female,CSE,8.7,74.9,79.3,0,2.6,66.0,3,3,3,2,5,4,3,7.0,5,No,Low,Tier 3,Yes,None
4310,Female,ECE,8.37,77.7,83.1,0,2.0,72.1,8,0,5,1,5,6,4,5.5,7,No,Low,Tier 2,Yes,Low
4311,Male,CSE,8.59,76.2,81.0,0,5.4,78.4,7,2,5,5,5,6,6,4.0,8,No,Low,Tier 3,Yes,None
4312,Female,ECE,7.02,69.5,67.5,1,3.1,68.9,7,3,4,5,4,3,2,6.4,7,No,Medium,Tier 2,Yes,Medium
4313,Male,CE,8.49,78.4,66.3,0,5.1,70.5,5,3,3,5,5,2,1,5.1,7,No,Medium,Tier 1,Yes,None
4314,Female,ECE,6.16,62.4,53.0,0,4.3,64.2,1,1,1,1,3,2,3,7.2,5,No,Medium,Tier 2,Yes,Medium
4315,Female,ME,8.52,80.0,81.6,0,1.7,65.7,6,3,4,3,5,4,2,7.2,4,No,Medium,Tier 2,Yes,Medium
4316,Male,CSE,5.35,50.0,50.0,0,5.8,68.1,7,1,5,3,2,5,1,5.8,4,Yes,Medium,Tier 3,Yes,Low
4317,Female,IT,7.85,65.5,73.1,2,6.3,86.9,8,2,5,4,4,5,6,6.4,7,No,Low,Tier 1,Yes,None
4318,Male,ECE,8.72,72.6,79.5,0,5.9,83.1,6,2,3,3,4,4,4,9.0,7,No,Low,Tier 3,Yes,None
4319,Male,ME,8.67,79.6,83.0,0,4.4,71.0,4,2,3,5,4,1,3,7.9,7,Yes,High,Tier 3,Yes,Low
4320,Male,CE,6.83,66.0,55.1,1,3.8,66.5,2,2,1,3,4,1,3,6.5,10,No,Low,Tier 3,Yes,Low
4321,Male,CSE,7.79,70.8,61.8,0,2.8,62.2,6,2,5,2,4,4,3,9.0,2,No,Low,Tier 2,Yes,Medium
4322,Female,IT,7.47,69.4,66.1,0,6.5,76.7,5,3,4,2,3,4,2,5.6,4,No,Low,Tier 3,Yes,None
4323,Female,ME,9.89,92.4,90.9,0,7.2,80.3,6,4,5,4,5,4,4,6.0,7,Yes,Medium,Tier 2,Yes,Medium
4324,Male,ECE,7.29,63.6,63.1,2,2.7,59.2,2,2,2,2,3,1,0,6.9,9,No,Medium,Tier 1,Yes,Medium
4325,Female,CSE,7.81,72.6,70.0,1,1.8,62.6,5,0,3,2,4,1,2,5.2,7,No,High,Tier 1,Yes,Low
4326,Female,IT,8.3,77.4,67.8,0,1.9,63.7,6,3,3,5,4,2,3,9.0,7,No,High,Tier 3,Yes,Low
4327,Male,CE,8.94,74.9,74.0,0,2.1,71.1,6,3,4,4,5,4,1,7.2,2,No,Medium,Tier 1,Yes,High
4328,Female,CSE,8.92,81.1,76.8,2,4.7,75.4,4,2,3,4,5,4,1,6.1,6,No,Medium,Tier 2,Yes,Medium
4329,Male,ECE,8.57,79.2,81.4,0,1.4,61.4,2,1,2,1,4,2,5,7.5,6,No,Low,Tier 1,Yes,High
4330,Female,IT,6.82,63.2,63.5,0,2.9,65.9,6,2,5,1,3,3,3,7.2,10,No,Low,Tier 1,Yes,Low
4331,Male,ME,8.58,78.6,80.8,0,2.9,63.0,6,1,4,4,4,4,2,6.6,6,No,Low,Tier 1,Yes,High
4332,Male,CE,6.84,65.5,66.1,1,4.3,78.1,3,3,1,1,3,2,2,5.5,8,No,Low,Tier 3,Yes,None
4333,Male,ECE,8.6,88.4,89.4,0,3.6,70.6,8,3,5,3,4,4,5,5.3,6,No,Low,Tier 2,Yes,Low
4334,Female,CE,9.9,90.1,81.5,0,4.9,74.3,8,3,4,3,5,2,6,9.0,5,No,Low,Tier 3,Yes,Low
4335,Male,ECE,7.14,72.2,60.0,1,3.8,68.2,4,0,2,2,3,2,1,5.4,6,No,Medium,Tier 2,Yes,Low
4336,Male,CSE,7.08,55.2,70.4,0,4.4,67.8,3,1,3,3,4,4,3,9.0,6,No,High,Tier 3,Yes,Medium
4337,Male,ME,10.0,90.7,89.1,0,7.9,86.5,6,4,4,5,5,6,1,6.0,10,Yes,Medium,Tier 2,Yes,None
4338,Female,IT,7.9,63.2,73.5,0,4.3,77.9,5,1,4,1,4,4,3,7.9,5,No,High,Tier 2,Yes,High
4339,Male,ECE,9.08,79.2,75.7,0,4.5,70.2,5,1,4,5,4,5,3,7.6,5,No,Medium,Tier 2,Yes,Medium
4340,Male,ECE,7.64,77.2,70.3,0,8.8,78.5,3,3,2,5,4,4,3,7.8,3,No,Medium,Tier 2,Yes,High
4341,Male,ME,9.21,86.9,88.1,0,3.7,72.5,8,3,5,4,5,4,1,7.9,7,No,Medium,Tier 3,Yes,None
4342,Male,ECE,9.71,87.9,86.7,0,6.9,73.5,2,3,2,2,5,3,1,5.1,7,No,Low,Tier 2,Yes,Medium
4343,Female,IT,10.0,95.7,92.1,0,6.5,84.1,7,3,5,2,5,4,4,6.2,3,Yes,Low,Tier 3,Yes,Low
4344,Female,CE,9.57,87.4,87.6,1,2.1,61.3,3,3,2,5,4,1,3,5.4,10,Yes,High,Tier 3,Yes,Medium
4345,Male,CSE,7.48,65.3,71.4,1,4.3,77.3,8,1,5,2,4,4,2,7.2,6,Yes,High,Tier 1,Yes,Medium
4346,Male,IT,9.5,77.0,81.1,0,5.3,74.7,5,4,3,3,5,0,1,5.4,10,Yes,Low,Tier 2,Yes,Low
